ID,Tweet_ID,Isi_Tweet,Tanggal_Tweet,Kandidat,Aplikasi,Lokasi User,Sentimen,,,,
-1363611047,Alifmukri_6,"Best couple""@LeniaVanesa: Presiden Jokowi wakil bu Risma, Indonesia jadi paling yoo(((:""",2/15/2014 14:52,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1355970631,JokowiPres,"RT @bunbun482002: @Pemilu_Nasional Nah,klw bisa bisa Capres Jokowi Cawapres Prabowo!Negara kita perlu tentara yg kuat dan disegani utk jaga...",9/28/2013 8:46,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1355784525,rifanpramardika,Dukung SAYA di PILPRES 2014 sebagai Cawapres bersama Capres JOKOWI dari PDI Perjuangan. Visi Misi Saya adalah Mencipta Pendidikan yang Baru.,11/21/2013 10:26,Jokowi,web,Istana Presiden JKT48Soloraya,1,,,,
-1355193067,lutfihanafi,"PKB lucu nih. Rhoma Irama dijadiin capres, JK dan Mahfud MD dijadiin bakal cawapres. :))",2/2/2014 14:03,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
-1354719665,HendraMurdiyant,"@A_Maroef @JokowiPres @TrioMacan2000 dahlan presiden & jokowi wapres itu pasangan ideal atau prabowo presiden & dahlan wapres, sip deh.",9/22/2013 2:01,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,1,,,,
-1352625100,BandungGiat,via @OkezoneBandung: #Bandung Calon Besan JK Nongol di Antara Para Elite Parpol - Mantan Wakil Presiden Jusuf Kalla (JK) menjadi magnet... h,8/9/2013 18:44,JK,"<a href=""http://www.GroupTweet.com"" rel=""nofollow"">GroupTweet</a>",Bandung,1,,,,
-1352185565,UlanOktavia_,"Jeblok di Survei, PKS: Karena Kami Belum Ajukan Capres  DAHLAN TOLOL",8/27/2013 10:11,Dahlan,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,-1,,,,
-1350647129,ITAmissah831,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:36,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
-1344450579,Gemz_25th,"Wah..jadi inih presiden Jokowi,g ad nama yg fenomenal lagi sih mendekati pemilu",11/28/2013 23:36,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Sunda Pantura,1,,,,
-1344187301,despar54,Ramadan Pohan: Capres PD Anis Baswdn akan bikin KO Capres Jokowi @herilatief @YasPyu @doodi_frens @r3tmono @Him_NK  @PROREPUBLIK @JimGunarso,8/28/2013 16:55,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,1,,,,
-1338774654,ManaloeRIO,"Elga!! RT @Fery2328: Rhoma! RT @Juli_chen888: Ahok Presiden !! Jokowi Presiden ("",) @andi_hpattera @Juli_chen888 @ItsMyDeedee @JollieDessy""",2/12/2014 7:14,None,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",,1,,,,
-1332801169,Caleg_Bersih,RT @Nurcholis10: Capres @jokowi_do2. & Cawapres @mohmahfudmd. Gimana bung @fadjroeL.,9/9/2013 3:58,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1329738849,Caleg_Bersih,"RT @adewiharso: ""@TrioMacan2000:  Guruh masih berfikir jernih""@rezkykamal7: Guruh Sukarno: Blm Waktunya Presiden, Jokowi masih belajar."""""" ...",9/13/2013 23:13,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
-1328751544,CarlaMccormic14,24/09/2013 21:42 Sosok Gubernur Jokowi dan Mantan Wakil Presiden Jusuf Kalla dinyatakan sebagai 2 tokoh terpopuler dalam perbincangan...,9/24/2013 15:35,JK,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Georgia,1,,,,
-1324423544,PS_SumutRaya,"Null chance ""@despar54: Kapan Dahlan Capres PD juara? RT @PS_SumutRaya: Landslide :) ""Re: SurveiSSS: Capres Jokowi 45,8%, JK 9%,Dahlan 7,5%""",9/13/2013 6:22,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,-1,,,,
-1318749223,AlphaARachman,"@ulinyusron @sociotalker ahok capres, jokowi terus jadi jd gubernur dki :) bro ulin ada waktu ngupi2 gak? kalo gak sibuk lho..",11/16/2013 14:48,Jokowi,web,under the full moon,-1,,,,
-1315969283,Palguna76,"Lhooo, Nur Mahmudi aja..nantai JKW di salahin..@Fahrihamzah ""@tribunnews: Tribun Jakarta Anak Muda Depok Galang Dukungan untuk Capres Jokowi",2/15/2014 0:40,None,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,-1,,,,
-1309377311,HenryBarus1,"RT""@alljet99: @jokowi_do2 @Jokowi_RI @Jokowi2014 @Jokowi_Presiden #jokowi Ayo dukung Tim Sukses Gratis jokowi for RI-1 2014 RT""",9/12/2013 18:55,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Pin BB 298606E7,1,,,,
-1306804759,ShamMoriggan,"Jika Jadi Presiden, Prabowo Janji Tambah Anggaran KPK",2/22/2014 16:13,None,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,1,,,,
-1303906140,tiffanyeppeo,Presiden Jokowi wakilnya Tri Rismaharini. Bakal tentram nih negara..,2/21/2014 8:47,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1301862729,andrinof_a_ch,"Pake metode acak apa nich? Acak-acakan??? @despar54 Lembaga Survey ""INES"": Capres Prabowo unggul 36% dr Jokowi 24%  Cc: @CIRUS_SG",9/5/2013 23:41,Prabowo,web,Jakarta & Kalimantan,-1,,,,
-1301493619,Atdtya,"RT @PROREPUBLIK: Gak sirik, tp aneh,pigur Capres Wiranto-HT ngurusi non kebangsaan ""@syakilaayana: @maman991 @wiranto1947 ente sirik pasti ...",9/9/2013 3:37,Wiranto,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",hatimu,-1,,,,
-1299762156,JokowiPres,RT @sandyjavie: Coba menghayal Prabowo (Capres) & Jokowi (Cawapres) 2014 #twitiseng,8/5/2013 9:04,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1296591862,tar_bi,"RT @vicious_punk: @tar_bi Saya bru akn memilih presiden, jk sdh ada calonnya yg mau menghukum mampus koruptor #Selama_ini_belumAda",9/26/2013 7:16,JK,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",ALAM RAYA SEKOLAHKU,-1,,,,
-1291379418,maxumbu,CAPRES : JokoWi butuh wakil yg loyal dan tdk nakal dan curang di kemudian hari.,9/8/2013 8:21,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",INDONESIA,1,,,,
-1290066421,chibob52,bapak capres Wiranto sekalian promo diri - hihihii #MissWorld,9/8/2013 13:09,Wiranto,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Error 404 ? Location Not Found,-1,,,,
-1288633949,lukmantalibo,Saat jd Meneg BUMN Dahlan Iskan bs sedikit ambil bag dlm kep strategis PLN. Saat jd presiden Jokowi bs jg melakukan hal yg sm utk Jakarta,8/1/2013 15:33,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Andromeda,1,,,,
-1288568463,WartaTerupdate,Rakernas PAN Tidak Bahas Pencalonan Presiden Hatta Rajasa,8/22/2013 10:30,Hatta,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",Indonesia Tercinta,-1,,,,
-1284209150,rifkiadityar,"Menang hj teyek""@yaawirr: setelah di pikir-pikir sepertinya jika jowoki ga nyalonin presiden prabowo bisa menang nih.""",2/6/2014 17:38,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
-1277148670,Joe_Octavianus,#uhuk RT @lagi_apri: Jokowi tdk pantas jadi presiden. Jokowi bukan untuk presiden. Fuck Jokowi #IndonesiaTanpaJokowi Jokowi bukan untuk RI1,11/5/2013 9:35,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Sanctuary,-1,,,,
-1275638864,PanjiBuana3,"Jokowi butuh dukungan Rakyat.rakyat butuh Jokowi jadi Presiden,jokowi dan Rakyat Cinta tanah air !",8/2/2013 21:06,Jokowi,"<a href=""http://www.writelonger.com"" rel=""nofollow"">Write Longer</a>",Majalaya Bandung,1,,,,
-1271812334,anitha_rhieza,"Karena dibandingkan dengan capres lain saya rasa Prabowo yg lebih baik""@JTmor: Kenapa banyak yg dukung Capres Prabowo ya? *mikir keras*""",2/24/2014 16:47,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1268487802,GATHOLOHCO,"@JokowiCentre prediksi tetap harus percaya diri jangan sampai koalisi, umumkan CAPRES  JOKOWI RI1+ ABRAHAM SAMAD RI2 sebelum PILEG..",9/22/2013 4:13,Jokowi,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",GUNUNG KENDENG,1,,,,
-1267341516,Indopolitica,"RT @dalgonyes: GOLKAR ! Daripada ribt dan ribet terus soal capres ARB ayo bikin konvensi terbuka,berani?kalau berani itu baru partainya rak...",9/29/2013 2:02,Aburizal,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Menara KADIN Jkt,-1,,,,
-1264137976,doni_fiorentina,"@tribunnews Capres Jokowi, Cawapres Prabowo ..klop banget @jokowi_do2",9/13/2013 7:29,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Merangin,1,,,,
-1263442102,Partai_Golput,"RT @shandikaraja: @ernestprakasa kalo ntar 2014 ada capres prabowo-ahok, apa masih ada alasan golput bang?",8/13/2013 9:16,Prabowo,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Bilik Suara,1,,,,
-1263078720,kokokdirgantoro,"Anti klimaks!!! ""@ulinyusron: Kalau Jateng bisa lahir capres Jokowi, nah dari Jatim digorenglah Ibu Walkot utk jadi cawapres penculik :))""",2/21/2014 6:51,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
-1261665503,despar54,"DPD PDIP se Sumatera, Kalimtn, Celebes, Papua dukung Capres Jokowi! Jawa belon @semar_koplok @ekabees @r3tmono @tia_0711 @ZainulHamzan",9/8/2013 2:32,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jakarta,1,,,,
-1261076460,apryruswandy,RT @bagusmalang: kampanye terselubung yang dilakukan pasangan calon presiden Wiranto dan Hary Tanoe di RCTI & Global TV di hentikan KPI,2/26/2014 13:43,None,web,,-1,,,,
-1256266501,JokowiPres,RT @despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @atok_ito @aslich @RandenJoe @Nadrezdbanks @JoeMutalake @aanaccess,9/15/2013 6:33,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1256017151,JokowiPres,RT @despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @Qatrunnada123 @Sunarwidjaja @erlangga_id @kolo_ijo @rini_atmowiyoto @Kodr...,9/15/2013 6:17,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1255882235,GrahaAdhika,"cc: @Prabowo08  ""@FirmanJon: Presiden > Prabowo W.Presiden > Gita Wirjawan Menteri Sosial > Joko Widodo""",2/10/2014 16:03,None,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for  Android</a>",,1,,,,
-1255454045,RamlieAs,RT @kuntoadji: Agenda 2014 presiden mahfud: 1.tegakan hukum.2hukum gantung penegak hukum hitam.3.nasionalisasi SDA @agejooss @Mention_Mahfu ,8/24/2013 0:13,Mahfud,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Jakarta,1,,,,
-1251065802,fauziplanner,"Bagi para calon presiden: ARB, Wiranto, Prabowo, Hatta Rajasa, dll --> mulailah latihan berkata ""Saya prihatin.."" :xp #EgyptMassacre",8/16/2013 2:18,Aburizal,web,"Sleman, Indonesia",-1,,,,
-1250405152,BengkuluNiih,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta...",9/14/2013 11:47,Hatta,,,-1,,,,
-1246835676,gracello_,"heran baca tulisan ini: ""aher dapet 30% share capres, jokowi 6%"" lembaga survei mana nih? yang di survei org2 partai dangdut ya??",2/11/2014 7:30,None,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,-1,,,,
-1243656209,danuasmara91,"klo jd capres ARB mao dikemanain??RT @wenoto: Makanya ajukan jadi capres hehe ""@rimanews: Golkar Minta JK Tak ikut Konvensi Capres Demokr",8/22/2013 8:03,Aburizal,web,,1,-1,,,
-1243656209,danuasmara91,"klo jd capres ARB mao dikemanain??RT @wenoto: Makanya ajukan jadi capres hehe ""@rimanews: Golkar Minta JK Tak ikut Konvensi Capres Demokr",8/22/2013 8:03,Aburizal,web,,1,,,,
-1241224901,KokohNicky,Bisa jadi PDIP akan jadi achilles heel Presiden Jokowi nanti kalo beliau tdk menjauhkan diri dari politik partai.,2/1/2014 11:20,None,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",,-1,,,,
-1237148860,antonymaslim,"@kompascom jika capres jokowi & cawapres jk, indonesia bisa tancap gas",2/1/2014 13:55,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1236293136,akmalmarhali,"Golkar-Demokrat berencana koalisi. Capres ARB, Cawapres SBY #ParodiPolitik",2/6/2014 5:18,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,-1,,,,
-1235753784,ukybagry,"Presiden Jokowi wakil Risma ! Andai sajaaa :"" )",2/15/2014 14:58,None,"<a href=""http://ultwimate.com"" rel=""nofollow"">Ultwimate App</a>",,1,,,,
-1235327473,despar54,Cape liat Iklan ARB RT @koeztri: saking ndak percayadiri unt naikkan elektabilts #capres ARB comot BK di iklannya @satriopanilih @alankomar2,11/14/2013 23:20,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Jakarta,-1,,,,
-1234756459,enumbero,"Mega capres,jokowi cawapres.Mega maksa:pasangan ini kalah.Tdk koalisi""@AdeAyuSasmita: Jika Jokowi Pasti Nyapres, PDIP Tetap Harus Koalisi",9/21/2013 17:52,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,-1,,,,
-1230257527,karinaml46,"Dit, nanti lo mau pilih siapa jdi presiden? | JOKOWI! :D | klo lo, bud? | FARHAT ABBAS!! B) | -_- *kampret | #RIPFarhatAbas #RIPFarhatAbbas",2/9/2014 9:17,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1229935356,annaSuciati,"""@sandyardi1: Kalo kata bapak capres ARB, kita harus ""berani berfikir, berani bermimpi, dan berani bertindak"" ITU!!!""",9/15/2013 11:47,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Bekasi utara,1,,,,
-1229537163,devaribali,"Tepatnya, pelantikan Presiden Joko Widodo ""@iwanfals: utk ""Nyanyian Raya"" idealnya pas pelantikan Presiden""",9/11/2013 6:03,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",,1,,,,
-1227688858,ariadtyawirawan,Pak Presiden @jokowi_do2 Bapak sedang Membangun dan Memperbaiki Karakter Bangsa..Maju Terus Pak! MERDEKA! semoga sehat selalu,8/30/2013 7:23,Jokowi,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",BOYCOTT EGYPT MILITARY,1,,,,
-1226761400,ekapsss,Capres Wiranto kayaknya pas muda ganteng ya ngga sih?,8/26/2013 13:32,Wiranto,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Samarinda - Kalimantan Timur,1,,,,
-1224726920,yunendraanggria,"Klo prabowo jadi presiden,jokowi jadi wakil, ahok jadi gubernur..saya akan dukung sepenuh'y..",8/5/2013 10:32,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",indonesia,1,,,,
-1221590107,Indracula__,"Dibayar brpa nyawa wkwk ""@kirana_nidianti: iya aku lagi mempromosiakan wkk ""@indracula__: Apa nih kisahnya promosi capres ARB kh haha",9/17/2013 13:40,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Banjarmasin-Kalsel,-1,,,,
-1221422645,zaenalfx,"Menjelang 2014 banyak yg promosi pengen jd presiden. ARB, HT, sampai yg baru gita. Ah abi mh bade promosi buka biro jodoh :))",11/23/2013 14:46,Aburizal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Bandung,-1,,,,
-1219703364,freddy_ggmu,RT @alannoperfect: Presiden: Prabowo (Beliau akan menjadikan indonesia bermartabat di negri orang).Wapres:Jokowi(Beliau akan mensejahteraka,2/5/2014 8:57,None,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1218812718,FirmanJon,"RT @GrahaAdhika: cc: @Prabowo08  ""@FirmanJon: Presiden > Prabowo W.Presiden > Gita Wirjawan Menteri Sosial > Joko Widodo""",2/10/2014 16:08,None,web,,1,,,,
-1217759446,crf063_ivil,RT @SharpButSoft: Kyknya bgs juga kombinasi Capres Jokowi & Cawapres Puan Maharani. Ideal bgt sbg pasangan kaum muda. #dukung,2/4/2014 2:15,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,1,,,,
-1217422663,SheenSuper,"Saat mendapatkan pertanyaan tentang masalah pertanian, salah satu kandidat capres, Dahlan Iskan mengaku sedih.",2/6/2014 8:52,None,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",,1,,,,
-1217244775,NafisaYusuf3,@ancoedink :) Indonesia sejuk bersama Jusuf Kalla @husainabdullah1. Akan bangga sekali punya Presiden Jusuf Kalla!,11/7/2013 4:08,JK,web,Semarang,1,,,,
-1215094768,JokowiPres,"RT @yantoeko35: Benahi kota jakarta dulu yang sempurna,baru benahin negara RT""@JokowiCentre: Terus Puncaki Survei Capres, Jokowi Masih 'Ngg...",9/11/2013 12:36,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,-1,,,,
-1214823324,yulin1985,@TweetRAMALAN diperkirakan presiden aburizal bakrie,8/28/2013 13:45,Aburizal,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Serang banten,1,,,,
-1213758546,bgharianja,"RT @JacksenPartogi: !! RT @bgharianja: Kayaknya seru ya, kalo presiden Jokowi, wapres Dahlan Ishan, gubernur jakarta Ahok, menteri perhubun ",8/12/2013 14:56,Jokowi,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>","Liverpool, UK",1,,,,
-1210604953,ejha__,"Sejuta buzzer enggak akan bikin gue berpikir utk milih GW jadi presiden. Jokowi paling bener, dah..",11/23/2013 5:35,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",Pada episode hidup seseorang..,-1,,,,
-1209396385,merdeka47687172,@jokowi07 bapak presiden jokowi jakarta harusnya diutamakan yang sering banjir harus ada pompa DKI.jangan banjir baru dikasih.is the best JK,2/3/2014 10:57,None,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,-1,,,,
-1206698052,fndiAhmed,"Bukan org baik krn suka liat orang d jahatin ""@Tonygodek: Sirik tuh sama bapak Presiden jokowi haha RT @TrioMacan2000 ""@fndiAhmed: BASMI",11/8/2013 14:49,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",MAKASSAR,1,,,,
-1205912334,KujangSangata,"RT @okta_piadi: waww,tidak sia2 saya mengagumi,sosok bapak inilahh yang harusnya menjadi CAPRES, @jokowi_do2 Pemimpin harusnya menderita......",9/8/2013 16:30,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1204806828,VaberLR,"RT @TanjPinang: 2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjad...",9/14/2013 11:25,Hatta,,Jakarta-Indonesia,-1,,-1,,
-1204806828,VaberLR,"RT @TanjPinang: 2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjad...",9/14/2013 11:25,Hatta,,Jakarta-Indonesia,-1,,,,
-1200993997,erril_forensik,"Hehehe.. Berarti teorinya betul.. :)) ""@Qkooy: Whuahaha br mw ngtweet yg sama! RT @erril_forensik: Saya trauma saudari jd presiden! Megawati",9/8/2013 13:56,Megawati,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Depok - Cibubur - Pontianak,-1,,,,
-1198981892,nahril,Jika malay dan spore mulai ngehe pingin yg jadi presiden prabowo war machine subianto biar di gebuk semua,2/6/2014 16:55,None,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>",,1,,,,
-1198806025,Him_NK,Kudoakan kamu dibantai duluan. Amin @aisyah_SR: Blm Presiden Jokowi udh berani ngrobohin Mesjid mgkn umat Muslim akan dibantainya kyk Mesir,9/15/2013 23:56,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jepara Indonesia,-1,,,,
-1198548326,joe_rocck,Klo next presiden jokowi mantaap x ya. Wlau kliatannya blom capable utk jd presiden.  Spertinya dia pribadi yg sederhana jujur dan tegas.,8/30/2013 1:03,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",Planet mars,1,,,,
-1193993792,VeronicaMasayu,"@tyazahara @WahyuTaufik14 @YanPoerba @SBYudhoyono @jatidiri30 @JusufKalla Presiden Jusuf Kalla, sya mendukungnya. Titik! @JK_Fansclub",11/11/2013 4:13,JK,web,Jakarta,1,,,,
-1193566675,HenryBarus1,"@Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan dan wakil presiden @jokowi_do2 ""Itu tdk mungkin bung..!!",9/13/2013 19:38,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Pin BB 298606E7,1,,,,
-1190653376,Him_NK,"Listrik TETEP byar pet! @despar54: 4 Program Capres Dahlan Ekonomi Maju, SDM bermutu @ekabees @Banawa2 @Try_iii @ezakuya @iwands71 @tia_0711",9/9/2013 6:20,Dahlan,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry�</a>",Jepara Indonesia,-1,,,,
-1189680616,iLsuhe,"Sayapun heran kl bu mega ngijinin jokowi u maju, atau ibu sndiri maksa maju lgRT @kompascom: Banyak yang Ingin Jadi Presiden, Megawati Heran",11/30/2013 8:43,Megawati,"<a href=""http://ubersocial.com"" rel=""nofollow"">UberSocial for BlackBerry</a>",INDONESIA!!!!,-1,,,,
-1189620130,we_single,RT @PEOPLEsayABOUT: Demokrat Undang Jusuf Kalla Ikuti Konvensi Capres - Mantan Wakil Presiden Jusuf Kalla diundang mengikuti konvensi ... h ,8/21/2013 18:45,JK,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1184948174,KujangSangata,RT @despar54: Forum Vihara &Petani Wonogiri dukung Capres Jokowi @Qatrunnada123 @Sunarwidjaja @erlangga_id @kolo_ijo @rini_atmowiyoto @Kodr...,9/15/2013 6:25,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",,1,,,,
-1184015048,danieelhs,@Mesulam @GWirjawan lo milih Gita wirjawan mes? menteri yang turun buat jadi presiden? jokowi aja yang udah pasti tenar aja ga berani.,2/18/2014 13:30,None,web,,1,,,,
-1182575844,TwittUnik,"RT @HenryBarus1: @Me_AswinDP: Menurut saya akan keren jika Indonesia ber presiden kan @aniesbaswedan dan wakil presiden @jokowi_do2 ""Itu td...",9/13/2013 19:44,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Indonesia,1,,,,
-1182479627,FahmiNurbi,"Gak mdh jd prsdnRT""@emberrel: Yang jadi presiden jokowi aja rakyat indonesia jg bakalan maju drpd farhat abas bisannya ngejelekin org doang""",11/23/2013 16:35,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>",,1,,,,
-1180833839,smrng8,"2013PAN membuka kemungkinan evaluasi pencapresan Ketua Umumnya, Hatta Radjasa. Jika tidak menjadi capres, Hatta bisa menjadi cawapres...",9/14/2013 11:38,Hatta,,,-1,,,,
-1180133970,IndoBerkicau,"RT @putriwonosobo: jowi cerdas & cermat dlm memainkan politiknya 2014 tdk jdi capres, jokowi hnya mengejar jabatan sja tnpa kakulasi dgn bn",11/6/2013 12:15,Jokowi,"<a href=""http://roundteam.co"" rel=""nofollow"">RoundTeam</a>",Apa kata mereka?,1,,,,
-1179811961,Tonygodek,"Sirik tuh sama bapak Presiden jokowi haha RT @TrioMacan2000  ""@fndiAhmed: BASMI TOPENG MONYET yg terfenomenal :)  @mastosuharto",11/8/2013 14:45,Jokowi,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",,1,,,,
-1178093083,asbenimaifitra,Hidup Mas Bambang! RT @mbenk_takeda: Hidup titisan suharto... Capres Prabowo!! Naikkan harga diri militer negara kita..,9/10/2013 16:55,Prabowo,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","�T: 0.448712,101.385757",-1,,,,
-1177084488,EmhadyZ,@theroninwar @rimanews rakyat sesalkan bnyk perush di jual ke asing di masa Presiden Megawati.,9/29/2013 5:11,Megawati,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",Indonesia,-1,,,,
-1176528879,M3161,"@setyoarei , walo papan atas, tp gthu nyalonen skrg jd capres, jokowi mlh keilangan simpati",8/28/2013 12:36,Jokowi,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry</a>","?: -6.608136,110.64282",-1,,,,
